Project,Region,Year,SurveyDate,Location,MPA_Group,Type,Designation,Site,Dive,Line,Transect_ID,Habitat_Type,Lat,Lon,Depth (m),Cumulative_Dist (m),Cumulative_Area (m2),TC,Sec,Taxserial,CommonName,SpeciesName,Count,Unusable_Data,Field2
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57123391,-121.9904347,68.9,240.59,316.62,17:04:27,619117467,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57123636,-121.9904367,68.8,240.91,316.93,17:04:29,619117469,60,UI lobed sponge,Unidentified Porifera (lobed),6,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57124008,-121.9904395,68.8,241.38,317.51,17:04:32,619117472,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57124471,-121.9904429,68.6,241.96,318.12,17:04:36,619117476,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57124471,-121.9904429,68.6,241.96,318.12,17:04:36,619117476,27,UI boot sponge,Unidentified Porifera (boot),2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5712458,-121.9904438,68.6,242.1,318.31,17:04:37,619117477,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57124925,-121.9904469,68.4,242.55,318.85,17:04:40,619117480,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57125052,-121.990448,68.3,242.71,319.05,17:04:41,619117481,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57125306,-121.9904498,68.1,243.03,319.47,17:04:43,619117483,57,UI branched sponge,Unidentified Porifera (branched),3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57125451,-121.9904506,68,243.2,319.7,17:04:44,619117484,156992,Cookie star,Ceramaster patagonicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57125451,-121.9904506,68,243.2,319.7,17:04:44,619117484,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57125913,-121.9904533,67.9,243.76,320.54,17:04:47,619117487,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57126076,-121.9904541,67.9,243.95,320.79,17:04:48,619117488,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57126357,-121.9904561,68,244.3,321.22,17:04:50,619117490,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,4,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57126802,-121.9904594,68.4,244.86,321.71,17:04:53,619117493,57,UI branched sponge,Unidentified Porifera (branched),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57126974,-121.9904606,68.5,245.07,321.86,17:04:54,619117494,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57126974,-121.9904606,68.5,245.07,321.86,17:04:54,619117494,98478,Decorator crab,Loxorhynchus crispatus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57127328,-121.9904632,68.6,245.52,322.97,17:04:56,619117496,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57127872,-121.9904672,68.6,246.2,324.38,17:04:59,619117499,60,UI lobed sponge,Unidentified Porifera (lobed),2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57128063,-121.9904686,68.6,246.44,324.79,17:05:00,619117500,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57128798,-121.9904745,68.9,247.39,326.09,17:05:04,619117504,27,UI boot sponge,Unidentified Porifera (boot),4,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57128798,-121.9904745,68.9,247.39,326.09,17:05:04,619117504,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57129343,-121.9904793,68.9,248.13,326.67,17:05:07,619117507,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57129343,-121.9904793,68.9,248.13,326.67,17:05:07,619117507,60,UI lobed sponge,Unidentified Porifera (lobed),4,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57130868,-121.9904915,68.8,250.12,330.16,17:05:14,619117514,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.5713347,-121.9905097,70.6,253.39,335.29,17:05:24,619117524,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5713492,-121.9905189,70.9,255.16,336.6,17:05:29,619117529,57,UI branched sponge,Unidentified Porifera (branched),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57136832,-121.9905305,70.1,257.5,338.53,17:05:36,619117536,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57137095,-121.9905319,70.1,257.8,338.9,17:05:37,619117537,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57137339,-121.9905334,70.1,258.09,339.21,17:05:38,619117538,57,UI branched sponge,Unidentified Porifera (branched),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57137575,-121.9905348,70.1,258.38,339.47,17:05:39,619117539,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57137802,-121.9905362,70.1,258.65,339.72,17:05:40,619117540,156992,Cookie star,Ceramaster patagonicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57138391,-121.9905405,70.2,259.39,340.99,17:05:43,619117543,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57138573,-121.9905419,70.2,259.63,341.32,17:05:44,619117544,27,UI boot sponge,Unidentified Porifera (boot),3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57138754,-121.9905435,70.2,259.87,341.65,17:05:45,619117545,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57138754,-121.9905435,70.2,259.87,341.65,17:05:45,619117545,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57138936,-121.9905448,70.1,260.1,341.97,17:05:46,619117546,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57139589,-121.9905494,69.2,260.91,342.86,17:05:50,619117550,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57139752,-121.9905505,68.9,261.11,343.06,17:05:51,619117551,27,UI boot sponge,Unidentified Porifera (boot),2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57140033,-121.9905526,68.6,261.47,343.46,17:05:53,619117553,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57140178,-121.9905534,68.5,261.64,343.66,17:05:54,619117554,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57140595,-121.9905557,67.9,262.13,344.21,17:05:57,619117557,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57140595,-121.9905557,67.9,262.13,344.21,17:05:57,619117557,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57141002,-121.990558,67.2,262.62,344.81,17:06:00,619117560,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5714282,-121.9905643,67.8,264.66,346.87,17:06:13,619117573,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57143398,-121.9905658,67.2,265.3,347.44,17:06:16,619117576,60,UI lobed sponge,Unidentified Porifera (lobed),3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57143841,-121.9905672,66.9,265.79,347.94,17:06:18,619117578,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57143841,-121.9905672,66.9,265.79,347.94,17:06:18,619117578,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57144067,-121.9905678,66.7,266.05,348.2,17:06:19,619117579,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57144527,-121.9905687,66.4,266.55,348.73,17:06:21,619117581,60,UI lobed sponge,Unidentified Porifera (lobed),6,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57144753,-121.9905694,66.3,266.81,348.96,17:06:22,619117582,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57144753,-121.9905694,66.3,266.81,348.96,17:06:22,619117582,50925,California hydrocoral,Stylaster californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57145747,-121.9905719,65.8,267.91,350.01,17:06:26,619117586,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57146,-121.9905727,65.7,268.19,350.21,17:06:27,619117587,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57146253,-121.9905734,65.6,268.47,350.56,17:06:28,619117588,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57146506,-121.9905742,65.6,268.76,350.93,17:06:29,619117589,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57146759,-121.9905752,65.4,269.05,351.32,17:06:30,619117590,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57146759,-121.9905752,65.4,269.05,351.32,17:06:30,619117590,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57147003,-121.990576,65.3,269.33,351.69,17:06:31,619117591,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57147238,-121.9905769,65.2,269.59,352.07,17:06:32,619117592,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57147238,-121.9905769,65.2,269.59,352.07,17:06:32,619117592,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57147464,-121.9905776,65.1,269.85,352.43,17:06:33,619117593,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57147464,-121.9905776,65.1,269.85,352.43,17:06:33,619117593,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57147672,-121.9905784,65.1,270.08,352.75,17:06:34,619117594,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57147862,-121.9905792,65.1,270.3,353.03,17:06:35,619117595,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148043,-121.9905799,65,270.51,353.28,17:06:36,619117596,50925,California hydrocoral,Stylaster californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148043,-121.9905799,65,270.51,353.28,17:06:36,619117596,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148043,-121.9905799,65,270.51,353.28,17:06:36,619117596,99999,Dirty marshmallow sponge,Unidentified Porifera,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148215,-121.9905807,64.8,270.71,353.53,17:06:37,619117597,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148215,-121.9905807,64.8,270.71,353.53,17:06:37,619117597,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148387,-121.9905814,64.8,270.9,353.81,17:06:38,619117598,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148387,-121.9905814,64.8,270.9,353.81,17:06:38,619117598,79611,UI scallop,Unidentified Pectinidae,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148541,-121.9905822,64.9,271.08,354.08,17:06:39,619117599,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148541,-121.9905822,64.9,271.08,354.08,17:06:39,619117599,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148677,-121.990583,64.8,271.24,354.32,17:06:40,619117600,57,UI branched sponge,Unidentified Porifera (branched),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148677,-121.990583,64.8,271.24,354.32,17:06:40,619117600,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148804,-121.9905838,64.9,271.39,354.54,17:06:41,619117601,50925,California hydrocoral,Stylaster californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57148804,-121.9905838,64.9,271.39,354.54,17:06:41,619117601,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5714893,-121.9905844,64.9,271.53,354.75,17:06:42,619117602,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5714893,-121.9905844,64.9,271.53,354.75,17:06:42,619117602,60,UI lobed sponge,Unidentified Porifera (lobed),1.59,,
